Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),File Offset (s),Low Freq (Hz),High Freq (Hz),Peak Freq (Hz),Begin File,Begin Path,Tonal,Signal strength,Background,AR comment,SNR NIST Quick (dB FS),SNR order,species,certainty,comment,type,WH ID,WH Comment,NEW analysis
12082,Spectrogram 1,1,197133.993633333,197137.717633334,3.724,84.637,63.8,290.1,187.5,1208533023.050115075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050115075015.wav,,,,,40.5,206,BH,High,,,,,yes
11121,Spectrogram 1,1,177794.856033333,177797.606033333,2.75,240.312,35.9,143.7,82.0,1208533023.050109225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050109225015.wav,,,,,-10.29,5982,BH,High,,,,,yes
5291,Spectrogram 1,1,51632.571966667,51635.407966667,2.836,46.311,68.3,304.3,164.1,1208533023.041031015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031015015.wav,,,,,31.17,2684,BH,High,,,,,y
3914,Spectrogram 1,1,24529.571966667,24531.346966667,1.775,236.346,35.5,420.1,128.9,1208533023.041019215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041019215015.wav,,,,,39.38,388,BH,High,us,ssong,,,yes
3697,Spectrogram 1,1,21413.841333333,21416.221333333,2.38,119.745,146.8,358.1,298.8,1208533023.041016065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016065015.wav,,,,,11.09,4981,BH,High,long loud 300hz,moan,,,
11493,Spectrogram 1,1,184732.189033333,184733.031033333,0.842,279.523,99.0,157.3,111.3,1208533023.050111085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050111085015.wav,,,,,-5.58,5896,BH,High,,,,,
5840,Spectrogram 1,1,58609.796333333,58612.870333333,3.074,125.166,144.7,264.2,193.4,1208533023.041101075015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101075015.wav,,,,,10.97,5028,BH,High,,,,,y
12554,Spectrogram 1,1,210777.024633333,210777.695633333,0.671,231.406,52.2,307.5,175.8,1208533023.050128005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050128005015.wav,,,,,38.4,590,BH,High,,us,,,
9598,Spectrogram 1,1,145509.6577,145510.8787,1.221,46.498,203.9,355.3,246.1,1208533023.050101085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101085015.wav,,,,,10.92,5052,BH,High,,,,,
12614,Spectrogram 1,1,212292.770033333,212293.922033333,1.152,247.66,116.0,197.3,117.2,1208533023.050131085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050131085015.wav,,,,,11.31,4885,BH,High,,,,,
12220,Spectrogram 1,1,200938.111333333,200940.085333333,1.974,289.778,40.7,244.2,82.0,1208533023.050116085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050116085015.wav,,,,,33.09,2140,BH,High,faint,us,,,
13495,Spectrogram 1,1,239399.15,239401.05,1.9,61.316,40.8,297.1,193.4,1208533023.050304005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050304005015.wav,,,,,33.95,1863,BH,High,faint,,,,
1477,Spectrogram 1,1,4804.543966667,4805.300966667,0.757,5.433,96.0,360.0,240.2,1208533023.041004145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041004145015.wav,,,,,13.08,4206,BH,High,,,,,
5081,Spectrogram 1,1,47996.161966667,47997.000966667,0.839,9.043,160.3,303.4,205.1,1208533023.041029045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041029045015.wav,,,,,14.29,3849,BH,High,,,,,
3548,Spectrogram 1,1,19783.845966667,19787.569966667,3.724,289.355,131.7,431.1,322.3,1208533023.041015065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015065015.wav,,,,,13.62,4017,BH,High,,long,,,yes
5973,Spectrogram 1,1,61090.2307,61091.4867,1.256,205.951,103.9,501.0,269.5,1208533023.041101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101185015.wav,,,,,17.58,3412,BH,High,,,,,y
10399,Spectrogram 1,1,165270.062366667,165272.025366667,1.963,12.15,128.2,198.1,152.3,1208533023.050106185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050106185015.wav,,,,,11.52,4794,BH,High,,,,,
10607,Spectrogram 1,1,169301.6423,169305.4093,3.767,144.937,53.9,269.5,169.9,1208533023.050107165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107165015.wav,,,,,34.7,1611,BH,High,,,,,yes
1357,Spectrogram 1,1,4557.410666667,4558.917666667,1.507,58.263,48.0,522.0,64.5,1208533023.041004045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav,,,,,36.03,1190,BH,High,,,,,
8790,Spectrogram 1,1,126389.617633333,126390.738633333,1.121,121.066,127.7,226.3,181.6,1208533023.041221025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041221025015.wav,,,,,12.54,4398,BH,High,,,,,
4916,Spectrogram 1,1,44803.150366667,44805.056366667,1.906,115.202,60.0,372.0,169.9,1208533023.041028125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028125015.wav,,,,,38.6,539,BH,High,us,ssong,,,y
4343,Spectrogram 1,1,30554.459633333,30556.516633333,2.057,262.686,33.9,414.9,128.9,1208533023.041023065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041023065015.wav,,,,,40.28,234,BH,High,,,,,y
12861,Spectrogram 1,1,219709.947666666,219713.173666666,3.226,166.916,144.8,237.5,199.2,1208533023.050207065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050207065015.wav,,,,,9.58,5470,BH,High,,,,,yes
785,Spectrogram 1,1,1206.5517,1207.5727,1.021,6.753,183.8,326.1,252.0,1208533023.040920035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.040920035015.wav,,,,,9.1,5529,BH,High,,,BH,,
13835,Spectrogram 1,1,244061.669966666,244062.313966666,0.644,224.817,87.4,250.5,169.9,1208533023.050310065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050310065015.wav,,,,,35.65,1310,BH,High,faint,,,,
5692,Spectrogram 1,1,56213.5873,56216.1643,2.577,128.351,36.7,256.6,64.5,1208533023.041031205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031205015.wav,,,,,33.63,1970,BH,High,,,,,y
2925,Spectrogram 1,1,15685.566966667,15686.519966667,0.953,89.799,167.7,538.9,322.3,1208533023.041014125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014125015.wav,,,,,15.38,3621,BH,High,ds,ssong,,,yes
12250,Spectrogram 1,1,201741.382966667,201742.767966666,1.385,193.337,45.9,183.6,46.9,1208533023.050116155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050116155015.wav,,,,,-2.46,5732,BH,High,,,,,yes
13920,Spectrogram 1,1,246850.650366666,246852.988366666,2.338,14.485,80.9,329.9,134.8,1208533023.050313005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050313005015.wav,,,,,31.13,2696,BH,High,,,,,yes
2616,Spectrogram 1,1,13733.128966667,13736.592966667,3.464,236.48,59.9,431.1,298.8,1208533023.041014035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014035015.wav,3,2.0,2.0,,40.93,154,BH,High,,us,,,yes
13306,Spectrogram 1,1,235044.8423,235045.4083,0.566,205.713,52.4,180.6,93.8,1208533023.050224025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050224025015.wav,,,,,-5.95,5912,BH,High,short,low,,,
3916,Spectrogram 1,1,24541.496966667,24543.076966667,1.58,248.271,41.4,384.6,164.1,1208533023.041019215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041019215015.wav,,,,,38.21,631,BH,High,us,ssong,,,yes
6890,Spectrogram 1,1,86159.386033333,86160.271033333,0.885,80.519,57.3,229.0,152.3,1208533023.041124205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041124205015.wav,,,,,34.46,1683,BH,High,,,,,
6888,Spectrogram 1,1,86145.872033333,86146.765033333,0.893,67.005,143.1,309.2,216.8,1208533023.041124205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041124205015.wav,,,,,10.66,5150,BH,High,,,,,
8121,Spectrogram 1,1,114233.706666667,114235.239666667,1.533,261.944,57.6,190.0,117.2,1208533023.041216025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041216025015.wav,,,,,34.65,1626,BH,High,,us,,,
8069,Spectrogram 1,1,113282.102666667,113282.552666667,0.45,210.107,74.9,236.1,169.9,1208533023.041215165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041215165015.wav,,,,,32.05,2460,BH,High,,,,,
7287,Spectrogram 1,1,95540.993033333,95542.389033333,1.396,164.879,145.3,284.9,228.5,1208533023.041128145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041128145015.wav,,,,,10.75,5117,BH,High,,,,,
6492,Spectrogram 1,1,74771.458033333,74773.558033333,2.1,89.816,56.0,251.9,181.6,1208533023.041117205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041117205015.wav,,,,,30.03,2917,BH,High,,,,,y
1341,Spectrogram 1,1,4510.636666667,4511.863666667,1.227,11.489,150.0,324.0,228.5,1208533023.041004045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav,,,,,10.21,5318,BH,High,,,,,
7897,Spectrogram 1,1,109562.3417,109563.0357,0.694,89.512,167.0,236.1,193.4,1208533023.041210065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041210065015.wav,,,,,8.7,5552,BH,High,,,,,
8880,Spectrogram 1,1,128822.605333333,128824.965333333,2.36,154.761,52.0,265.9,158.2,1208533023.041221165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041221165015.wav,,,,,35.79,1265,BH,High,,,,,yes
1346,Spectrogram 1,1,4527.430666667,4528.953666667,1.523,28.283,48.0,372.0,210.9,1208533023.041004045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041004045015.wav,,,,,36.54,1033,BH,High,,,,,
10717,Spectrogram 1,1,171687.422633333,171688.867633333,1.445,131.31,46.6,244.7,82.0,1208533023.050108205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050108205015.wav,,,,,33.61,1982,BH,High,,,,,
3739,Spectrogram 1,1,22240.716966667,22244.240966667,3.524,46.921,182.0,375.7,316.4,1208533023.041016165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav,,,,,12.26,4499,BH,High,loud long 300 hz,moan,,,
13564,Spectrogram 1,1,240288.8007,240289.6377,0.837,51.291,110.8,227.3,164.1,1208533023.050306025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050306025015.wav,,,,,9.99,5380,BH,High,faint,,,,
11169,Spectrogram 1,1,178839.284,178841.449,2.165,84.959,107.8,269.5,164.1,1208533023.050110055015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110055015.wav,,,,,13.07,4217,BH,High,,,,,yes
5307,Spectrogram 1,1,51852.113966667,51854.559966667,2.446,265.853,31.1,291.9,199.2,1208533023.041031015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031015015.wav,,,,,30.96,2741,BH,High,,,,,y
4902,Spectrogram 1,1,44680.751333333,44683.155333333,2.404,292.755,132.0,246.0,193.4,1208533023.041028115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028115015.wav,,,,,12.79,4314,BH,High,,,,,y
3546,Spectrogram 1,1,19747.267966667,19750.493966667,3.226,252.777,71.9,383.2,263.7,1208533023.041015065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015065015.wav,,,,,40.67,186,BH,High,,long,,,yes
6946,Spectrogram 1,1,87269.107366667,87270.882366666,1.775,290.419,38.5,285.7,105.5,1208533023.041125005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041125005015.wav,2,2.0,3.0,,40.87,163,BH,High,,,,,y
11638,Spectrogram 1,1,187399.223,187402.666,3.443,247.128,84.0,4704.7,193.4,1208533023.050112005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112005015.wav,,,,,14.29,3844,BH,High,,roar,,,yes
3731,Spectrogram 1,1,22208.709966667,22209.151966667,0.442,14.914,129.2,487.3,252.0,1208533023.041016165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041016165015.wav,,,,,12.34,4465,BH,High,,us,,,
12283,Spectrogram 1,1,202281.153966666,202283.095966666,1.942,133.274,52.3,255.8,164.1,1208533023.050117145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050117145015.wav,,,,,28.32,3118,BH,High,,,,,
12687,Spectrogram 1,1,214619.857966666,214620.589966666,0.732,175.516,92.4,231.2,117.2,1208533023.050201145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050201145015.wav,,,,,33.11,2135,BH,High,faint,,,,
12309,Spectrogram 1,1,203046.571333333,203047.675333333,1.104,298.759,51.6,292.5,99.6,1208533023.050118025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050118025015.wav,,,,,35.88,1233,BH,High,,,,,yes
902,Spectrogram 1,1,2294.644366667,2295.270366667,0.626,195.092,230.8,497.0,269.5,1208533023.040929025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.040929025015.wav,,,,,13.89,3950,BH,High,,ssong,,,
5786,Spectrogram 1,1,57449.549633333,57451.830633333,2.281,164.571,97.3,778.6,216.8,1208533023.041101025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101025015.wav,,,,,11.92,4632,BH,High,loud,us,,,
4135,Spectrogram 1,1,25897.936033333,25898.959033333,1.023,105.036,41.1,921.7,158.2,1208533023.041020105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041020105015.wav,,,,,20.63,3337,BH,High,,whoop,,,
14015,Spectrogram 1,1,250360.921033333,250365.490033333,4.569,225.45,68.5,1269.7,128.9,1208533023.050315035015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050315035015.wav,,,,,12.9,4277,BH,High,,,,,yes
810,Spectrogram 1,1,2036.016633333,2037.160633333,1.144,236.402,65.2,260.9,205.1,1208533023.040923185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.040923185015.wav,,,,,36.79,956,BH,High,faint,,BH,,
8010,Spectrogram 1,1,111934.6343,111935.8773,1.243,62.392,132.4,270.6,205.1,1208533023.041214205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041214205015.wav,,,,,11.63,4740,BH,High,,,,,
3041,Spectrogram 1,1,16188.003366667,16188.845366667,0.842,292.351,824.6,1052.6,919.9,1208533023.041014145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014145015.wav,,,,,10.41,5253,BH,High,,,,,
11883,Spectrogram 1,1,192249.818,192250.757,0.939,299.061,179.6,1521.0,181.6,1208533023.050114025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050114025015.wav,,,,,12.61,4383,BH,High,,,,,yes
5974,Spectrogram 1,1,61099.0857,61102.3767,3.291,214.806,55.0,366.6,263.7,1208533023.041101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101185015.wav,,,,,40.38,224,BH,High,,,,,y
10412,Spectrogram 1,1,165404.875366667,165406.073366666,1.198,146.963,40.8,227.2,152.3,1208533023.050106185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050106185015.wav,,,,,33.06,2149,BH,High,,us,,,
5942,Spectrogram 1,1,60772.185633333,60775.367633333,3.182,187.81,85.5,372.7,205.1,1208533023.041101175015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101175015.wav,,,,,35.85,1240,BH,High,,,,,y
4925,Spectrogram 1,1,44911.429366667,44913.702366667,2.273,223.481,54.0,300.0,228.5,1208533023.041028125015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028125015.wav,,,,,38.72,509,BH,High,us,ssong,,,y
3180,Spectrogram 1,1,17318.8953,17321.6883,2.793,223.664,65.9,580.8,269.5,1208533023.041014185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014185015.wav,,,,,39.44,373,BH,High,,,,,yes
12933,Spectrogram 1,1,221721.2533,221724.5443,3.291,78.88,23.2,353.3,123.0,1208533023.050209005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050209005015.wav,,,,,37.51,790,BH,High,,,,,yes
5988,Spectrogram 1,1,61299.083666667,61302.829666666,3.746,114.875,91.7,238.3,181.6,1208533023.041101195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101195015.wav,,,,,35.9,1226,BH,High,,,,,y
9450,Spectrogram 1,1,143613.601633333,143616.091633333,2.49,249.632,57.3,394.9,134.8,1208533023.041231195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041231195015.wav,3,2.0,3.0,,41.71,73,BH,High,,,,,yes
11757,Spectrogram 1,1,189481.685966667,189484.283966667,2.598,230.236,47.5,273.3,164.1,1208533023.050112135015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112135015.wav,,,,,29.64,2980,BH,High,,,,,yes
8155,Spectrogram 1,1,115151.945,115153.916,1.971,280.543,64.5,264.5,128.9,1208533023.041216085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041216085015.wav,,,,,32.62,2282,BH,High,,,,,yes
10618,Spectrogram 1,1,169626.238366667,169628.858366667,2.62,169.64,53.9,1598.8,87.9,1208533023.050107175015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107175015.wav,,,,,12.77,4318,BH,High,,,,,yes
5079,Spectrogram 1,1,47990.943966667,47993.766966667,2.823,3.825,80.2,206.1,123.0,1208533023.041029045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041029045015.wav,,,,,28.9,3070,BH,High,,ll100,,,
8013,Spectrogram 1,1,112065.0353,112066.1253,1.09,192.793,69.1,241.8,158.2,1208533023.041214205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041214205015.wav,,,,,25.85,3225,BH,High,,,,,
11709,Spectrogram 1,1,188518.902633333,188520.721633333,1.819,167.236,23.8,243.6,117.2,1208533023.050112055015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050112055015.wav,,,,,32.75,2255,BH,High,,,,,yes
2449,Spectrogram 1,1,12746.8217,12751.1307,4.309,149.965,179.6,431.1,310.5,1208533023.041013235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041013235015.wav,,,,,13.47,4070,BH,High,,,,,yes
11351,Spectrogram 1,1,181664.004966667,181666.278966666,2.274,210.58,53.9,1047.9,210.9,1208533023.050110155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110155015.wav,,,,,19.06,3367,BH,High,,,,,yes
10825,Spectrogram 1,1,173130.1067,173131.7897,1.683,74.432,104.8,244.6,158.2,1208533023.050109065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050109065015.wav,,,,,10.59,5184,BH,High,,,,,
6606,Spectrogram 1,1,77174.499333333,77176.210333333,1.711,93.676,38.5,346.2,140.6,1208533023.041118085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041118085015.wav,,,,,38.31,611,BH,High,,,,,y
3168,Spectrogram 1,1,17147.5763,17148.7883,1.212,52.345,35.9,191.6,99.6,1208533023.041014185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041014185015.wav,,,,,32.23,2403,BH,High,,,,,yes
6157,Spectrogram 1,1,65629.266366667,65629.975366666,0.709,246.151,108.8,303.4,187.5,1208533023.041103045015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041103045015.wav,,,,,12.73,4333,BH,High,,,,,
5129,Spectrogram 1,1,48962.308366667,48964.105366667,1.797,75.34,48.4,193.5,117.2,1208533023.041029215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041029215015.wav,,,,,31.37,2645,BH,High,,,,,y
5770,Spectrogram 1,1,57352.963633333,57353.741633333,0.778,67.985,51.5,194.7,82.0,1208533023.041101025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101025015.wav,,,,,33.5,2011,BH,High,,,,,
6055,Spectrogram 1,1,63212.346633333,63214.706633333,2.36,228.602,67.2,287.2,169.9,1208533023.041102055015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041102055015.wav,,,,,37.4,816,BH,High,,,,,y
5539,Spectrogram 1,1,54606.5273,54608.9083,2.381,21.013,97.8,1998.0,205.1,1208533023.041031155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031155015.wav,,,,,13.14,4190,BH,High,us,ssong,,,y
5508,Spectrogram 1,1,54283.5663,54285.1043,1.538,297.877,86.6,346.4,181.6,1208533023.041031135015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031135015.wav,,,,,29.16,3042,BH,High,us,ssong,,,y
6677,Spectrogram 1,1,79259.552033333,79261.932033333,2.38,79.176,57.3,521.0,193.4,1208533023.041121025015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041121025015.wav,,,,,33.55,1999,BH,High,,,,,
12282,Spectrogram 1,1,202253.303966667,202254.792966667,1.489,105.424,58.1,255.8,111.3,1208533023.050117145015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050117145015.wav,,,,,30.59,2816,BH,High,faint,,,,
1774,Spectrogram 1,1,5164.493333333,5167.421333333,2.928,65.495,203.6,3825.3,398.4,1208533023.041005005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041005005015.wav,,,,,12.69,4351,BH,High,,,,,
11409,Spectrogram 1,1,182541.595,182544.128,2.533,188.437,53.9,215.6,123.0,1208533023.050110185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110185015.wav,,,,,30.28,2876,BH,High,,,,,yes
14001,Spectrogram 1,1,249810.649966666,249812.922966666,2.273,275.083,56.0,292.5,140.6,1208533023.050315015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050315015015.wav,,,,,40.44,216,BH,High,,,,,yes
11337,Spectrogram 1,1,181466.847966667,181468.839966667,1.992,13.423,125.7,287.4,205.1,1208533023.050110155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110155015.wav,,,,,11.69,4722,BH,High,,,,,yes
9409,Spectrogram 1,1,142869.7453,142873.5553,3.81,105.554,70.1,229.3,111.3,1208533023.041231165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041231165015.wav,,,,,35.19,1439,BH,High,,,,,yes
11004,Spectrogram 1,1,175654.040033333,175659.301033333,5.261,198.898,35.9,407.2,58.6,1208533023.050109155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050109155015.wav,,,,,40.76,178,BH,High,,,,,yes
6321,Spectrogram 1,1,70475.036966667,70476.204966666,1.168,292.664,80.3,206.5,152.3,1208533023.041114105015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041114105015.wav,,,,,31.67,2566,BH,High,,,,,
5036,Spectrogram 1,1,47081.999366667,47085.897366667,3.898,294.694,60.5,320.6,93.8,1208533023.041028215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041028215015.wav,,,,,39.62,343,BH,High,,,,,y
6027,Spectrogram 1,1,62015.564033333,62016.838033333,1.274,231.415,80.2,223.3,181.6,1208533023.041101225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101225015.wav,,,,,33.3,2067,BH,High,,,,,
9224,Spectrogram 1,1,138096.056366667,138098.005366667,1.949,130.574,114.7,369.4,275.4,1208533023.041227115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041227115015.wav,,,,,13.11,4195,BH,High,us,ssong,,,yes
5657,Spectrogram 1,1,55825.873366667,55828.406366667,2.533,40.578,61.1,5034.6,205.1,1208533023.041031195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031195015.wav,,,,,15.28,3634,BH,High,us,ssong,,,y
5559,Spectrogram 1,1,54820.4323,54823.0953,2.663,234.918,91.7,647.7,181.6,1208533023.041031155015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031155015.wav,,,,,30.05,2913,BH,High,us,ssong,,,y
7756,Spectrogram 1,1,106143.738,106145.448,1.71,270.109,29.2,1640.1,99.6,1208533023.041208235015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041208235015.wav,,,,,13.27,4142,BH,High,,roar,,,yes
7822,Spectrogram 1,1,107725.049966667,107727.625966666,2.576,51.7,81.7,221.8,152.3,1208533023.041209115015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041209115015.wav,,,,,34.69,1616,BH,High,,,,,yes
10671,Spectrogram 1,1,170610.946966667,170614.324966667,3.378,254.553,41.9,287.4,152.3,1208533023.050107215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050107215015.wav,,,,,30.81,2773,BH,High,,,,,yes
9721,Spectrogram 1,1,147515.972666666,147519.888666666,3.916,253.463,46.6,244.7,152.3,1208533023.050101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050101185015.wav,,,,,31.71,2557,BH,High,,,,,
5596,Spectrogram 1,1,55170.688333333,55172.953333333,2.265,285.251,121.5,2153.7,187.5,1208533023.041031165015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041031165015.wav,,,,,13.64,4010,BH,High,loud,us,,,
5946,Spectrogram 1,1,60893.1357,60894.9977,1.862,8.856,85.5,1478.6,257.8,1208533023.041101185015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041101185015.wav,,,,,15.02,3681,BH,High,,,,,y
6299,Spectrogram 1,1,69707.731633333,69708.510633333,0.779,125.165,149.1,344.2,246.1,1208533023.041114005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041114005015.wav,,,,,9.81,5415,BH,High,,,,,
3904,Spectrogram 1,1,24462.116966667,24463.350966667,1.234,168.891,35.5,390.5,46.9,1208533023.041019215015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041019215015.wav,,,,,37.74,733,BH,High,us,ssong,,,yes
13985,Spectrogram 1,1,249284.341,249287.935,3.594,48.668,74.7,560.2,117.2,1208533023.050314195015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050314195015.wav,3,2.0,3.0,,43.85,13,BH,High,,,,,yes
9957,Spectrogram 1,1,151248.453,151250.423,1.97,87.02,94.1,288.2,199.2,1208533023.050102225015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050102225015.wav,,,,,11.11,4975,BH,High,,,,,yes
7759,Spectrogram 1,1,106229.475,106230.23,0.755,55.919,92.1,264.9,146.5,1208533023.041209005015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041209005015.wav,,,,,32.31,2390,BH,High,,,,,
8810,Spectrogram 1,1,127018.781633333,127020.469633333,1.688,150.393,121.4,335.3,252.0,1208533023.041221065015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041221065015.wav,,,,,13.63,4016,BH,High,,,,,yes
3460,Spectrogram 1,1,19052.252633333,19059.050633333,6.798,157.679,65.9,844.3,275.4,1208533023.041015015015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041015015015.wav,,,,,18.07,3401,BH,High,,,,,yes
11305,Spectrogram 1,1,180919.210966667,180921.484966667,2.274,65.614,29.9,317.4,46.9,1208533023.050110135015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.050110135015.wav,,,,,38.37,599,BH,High,,,,,yes
4350,Spectrogram 1,1,30656.4593,30657.4133,0.954,64.796,129.2,240.7,193.4,1208533023.041023085015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041023085015.wav,,,,,10.55,5201,BH,High,,,,,
5197,Spectrogram 1,1,50714.046966667,50715.839966667,1.793,27.519,97.2,348.2,175.8,1208533023.041030205015.wav,D:\Cape_Bathurst_300_2018_2019\1208533023.041030205015.wav,,,,,11.54,4786,BH,High,,,,,
